bounds	0.34187990669225654
coughed	0.2504045843657465
lightly	0.22706725634921776
punches	0.2154844197778428
stew	0.21247379895797042
anomaly	0.20084801493562973
grim	0.19836135787183065
loops	0.19548824619407226
impatient	0.19533941790312964
rotten	0.19118266712405454
moan	0.19023158465534548
compromised	0.18855376244845531
indifferent	0.1869300202954451
backward	0.18593901989959108
engulfed	0.1856489993078233
sacrifices	0.18339230182546007
slave	0.18285517589544398
controlled	0.18284369344441403
immaculate	0.17751491322905844
disgrace	0.1760318474284226
safely	0.17295685173385553
drains	0.172515582538341
groundbreaking	0.1720352138961056
inferior	0.1710243269787126
insufficient	0.17096274725702906
elevated	0.1705774866340585
stimulating	0.17021377124853648
melting	0.167544213664666
marvel	0.16630441533163393
moist	0.16618670704637997
sterling	0.16533323045930284
cheerfully	0.1633180980811678
charred	0.16302422227931165
hypnotic	0.1614454228621901
defeating	0.1607356296629619
rocks	0.15983193497110695
absorbing	0.15899889812258822
vary	0.15803935410356296
recreated	0.15744512323930587
bled	0.1568552925630945
misses	0.1568529767458702
chilling	0.15628707147510953
handicap	0.15593704409426062
glorious	0.1555243984016232
propelled	0.15381981556339414
gracefully	0.1537117536987011
kills	0.153049484063522
intact	0.1530491113365652
alarms	0.15296370550164387
hinges	0.15262741010454905
ok	0.15234158256024222
efficient	0.15102937719941975
hem	0.1508786972965887
strongest	0.15072405770569436
satisfying	0.15035418240218096
convinces	0.1501715201892276
worm	0.15002188017508467
balanced	0.14930590140482097
inactive	0.14929714632190705
terrific	0.14873607437582848
efficiency	0.1482550493328632
tipped	0.14765263018565145
hearing	0.14727636825547613
derives	0.146171036981388
stellar	0.14616691434153903
rivals	0.14601194100716888
enabling	0.14568869161249254
grateful	0.14567616207896228
surplus	0.14556706748333656
affectionately	0.14547006631554454
sway	0.1453218841054131
bore	0.14529914674446123
lean	0.14528623569731017
prominently	0.14512823842236558
feast	0.14487958932060227
preserves	0.14482399276533148
misunderstood	0.14444123967905673
tanks	0.14443459863567995
recover	0.14429811409602905
shatter	0.14426109086857863
subconscious	0.14389465149103253
potent	0.1438610101875645
glance	0.143705183678378
courtesy	0.14343360039948652
refreshing	0.14340570205557018
worthless	0.14272116946913757
benefits	0.14227976036274229
feral	0.14222671551934435
delicious	0.14191700692361217
hilarious	0.14117368416570336
insult	0.14112357282588103
awesome	0.14075779196940352
lovely	0.14055953735238033
towering	0.14047303869465788
cloudy	0.1404167496650596
stakes	0.14034693036911386
lifted	0.1401923711185676
delight	0.14014586316658637
ferris	0.13993504871871768
undo	0.1397479498786995
appropriately	0.13935715878805616
praised	0.1387017219687149
steals	0.1386746733874251
herald	0.13839281455264665
earned	0.13833562187803855
timely	0.13811302642011594
siren	0.13799814406972552
improved	0.13798386886211986
stimulate	0.13777721854287428
perfection	0.13760332636849584
dissipated	0.13757979407549728
nicely	0.13743689682328014
insignificant	0.13732248554133028
amused	0.13726036397488395
finishing	0.1370074598171819
revive	0.13686577567318534
stir	0.13680773508931418
doubtful	0.13678435301735542
delightful	0.13649039205134453
departure	0.13624481750583836
enjoyed	0.13605407031356326
tempered	0.13601431899497698
efficiently	0.13598469363695773
enjoyable	0.1359603789320908
bolt	0.13592791272522822
tease	0.13590272461627084
shudder	0.13544117541475717
exquisite	0.13520321563159965
improves	0.13518434044807903
effortlessly	0.13509071785968238
smart	0.1350888191694043
acceptable	0.13487469308553518
guaranteed	0.13483649719426774
decomposition	0.13475824784956894
behaved	0.1346923631720214
benefit	0.13456006079349672
optimistic	0.134453476604306
strengths	0.13432999249595468
barrie	0.13423970088451279
flaw	0.13421007548211933
tuned	0.13420026211446087
survives	0.13419297604260266
superior	0.13415557365386035
undone	0.1340934301090285
pleasantly	0.13405508661071547
ideally	0.13401759402296193
pleasure	0.13401176231052297
rich	0.13400717845168694
afford	0.13396650161095688
hooks	0.13375881785333385
amazing	0.1337469635029464
fulfilling	0.13369259321427174
meal	0.13360004011971066
brilliant	0.1335976796219295
encourages	0.1334884062413991
appealing	0.13325637333414633
miracle	0.13296451962379918
mechanical	0.13294608460325644
infectious	0.13289749463859032
mischievous	0.13263325188099997
spit	0.13256529411998633
splendid	0.13223614637404582
charming	0.13216995737060194
generous	0.13206064100543066
sorry	0.13204081342461527
fascinating	0.1320352096682781
serene	0.13169261460797435
commanding	0.13163337306047945
excel	0.13162735477324994
thorough	0.1312857504110603
restrained	0.13119327261963867
entertaining	0.1310301379467936
solid	0.1308359806432513
valid	0.13041413771580815
gem	0.13032925925151648
smack	0.13026589961993357
fantastic	0.13023510348515716
beautifully	0.13014174181730237
magnetic	0.1299644520178636
entrance	0.12988593090072648
miserable	0.1298454217907242
psychic	0.12967767704368927
rejects	0.1295905274329978
impressed	0.1295001492671963
harmless	0.12899857185743288
ripping	0.1289185081801648
arresting	0.1285516689380924
merge	0.1282937084435935
absorb	0.1281194376921418
fine	0.1279755386799338
radiant	0.1278992422252442
superb	0.12772312872215028
wonderful	0.1276199337471027
pleasant	0.12726082319227242
thoughtfully	0.1271206434467587
illumination	0.12706507664619784
clarity	0.12701734494726774
confluence	0.12696243734526677
triumph	0.1268712107351009
relieved	0.126843416675413
shut	0.12674825517773128
eclipse	0.12674600290757587
dishes	0.12665884949937797
grips	0.12649727533242572
dazzling	0.12586462755863673
reserved	0.1256007394948808
eminent	0.1254296499023365
duly	0.12537707910443532
treated	0.1252674043172811
substantive	0.1251521814967584
scarcely	0.1251153888011771
inflammatory	0.1250714912946493
affecting	0.12498411907608827
curt	0.12467862983038895
evenly	0.12461632025435636
slick	0.12447331011793722
ruins	0.12441702428936585
revived	0.12426823718086118
experimental	0.12414569328291696
treat	0.12413338074695271
tempting	0.12398480858933478
flawless	0.12398461939781343
phenomena	0.12395015259515393
recommend	0.12393609133493069
coward	0.1237164633587741
warming	0.12371492242511274
charms	0.12355538808305648
perfectly	0.12353579885285713
miraculous	0.12352417214145062
effectiveness	0.12328210401046016
quietly	0.12323454587419207
pleasing	0.12310315363520505
rewards	0.12303439665313382
kitten	0.12290301684148772
robust	0.12286476330671038
precise	0.12270544503480559
eats	0.12270154783813264
springs	0.12266809426766552
honest	0.1223728670999258
bless	0.1223419414515078
disaster	0.12226161297492136
thrilling	0.12200946735585474
encouraging	0.12174001647447778
slump	0.12158869995454268
